Forma;Lemma originale;Lemma corretto;Postag originale;Postag corretto;Tipo modifica
εὐθὺ;['εὐθύς2'];['εὐθύς'];['d--------'];['d--------'];lemma
εὐθὺς;['εὐθύς', 'εὐθύς2'];['εὐθύς'];['d--------'];['d--------'];lemma
εὐλαβητέον;['εὐλαβητέον', 'εὐλαβητέος'];['εὐλαβητέος'];['a-s---nn-'];['a-s---nn-'];lemma
εὐρείης;['εὐρέιος'];['εὐρύς'];['a-s---fg-'];['a-s---fg-'];lemma
εὐφυῶς;['εὐφυής', 'εὐφυῶς'];['εὐφυής'];['d--------'];['d--------'];lemma
εὐχρηστεῖσθαι;['εὐχρηστέομαι'];['εὐχρηστέω'];['v--pne---'];['v--pne---'];lemma
εὑρόντες;['εὑρίσκω'];['εὐρίσκω'];['v-papamn-'];['v-papamn-'];lemma
ζηλουμένην;['ζηλέω'];['ζηλόω'];['v-sppefa-'];['v-sppefa-'];lemma
ζημιῶσαι;['ζημιάζω', 'ζημιόω'];['ζημιόω'];['v--ana---', 'v-pfpafn-'];['v--ana---', 'v-pfpafn-'];lemma
ζυγοῦ;['ζυγόν'];['ζυγός'];['n-s---mg-'];['n-s---mg-'];lemma
ζωγρίᾳ;['ζωγρία', 'ζωγρίας'];['ζωγρίας'];['n-p---fn-', 'n-p---mn-', 'n-p---nn-', 'n-s---fd-', 'n-s---fg-'];['n-p---fn-', 'n-p---mn-', 'n-p---nn-', 'n-s---fd-', 'n-s---fg-'];lemma
ζωόντων;['ζάω', 'ζώω'];['ζάω'];['v-pppamg-'];['v-pppamg-'];lemma
ζόης;['ζωή', 'ζόη'];['ζόη'];['n-s---fg-'];['n-s---fg-'];lemma
ζόῃ;['ζωή'];['ζόη'];['n-s---fd-'];['n-s---fd-'];lemma
ζώειν;['ζώω'];['ζάω'];['v--pna---'];['v--pna---'];lemma
ζώοντα;['ζώω'];['ζάω'];['v-pppana-'];['v-pppana-'];lemma
ζώουσι;['ζώω'];['ζάω'];['v3ppia---'];['v3ppia---'];lemma
ζώσῃ;['ζώννυμι'];['ζάω'];['v3sasa---'];['v3sasa---'];lemma
ζῆ;['ζέω'];['ζάω'];['v2spma---'];['v2spma---'];lemma
ζῆν;['ζάω', 'ζέω'];['ζάω'];['v--pna---'];['v--pna---'];lemma
ζῳδίων;['ζωίδιον', 'ζῴδιον'];['ζῴδιον'];['n-p---ng-'];['n-p---ng-'];lemma
ζῳοφάγων;['ζῳόφαγος'];['ζῳοφάγος'];['a-p---ng-'];['a-p---ng-'];lemma
ζῳωτοὶ;['ζωωτός'];['ζῳωτός'];['a-p---fn-'];['a-p---fn-'];lemma
ζῴοις;['ζώιον', 'ζῷον'];['ζῷον'];['n-p---nd-'];['n-p---nd-'];lemma
ζῴου;['ζώιον', 'ζῷον'];['ζῷον'];['n-s---ng-'];['n-s---ng-'];lemma
ζῴων;['ζώιον', 'ζῷον'];['ζῷον'];['n-p---ng-'];['n-p---ng-'];lemma
ζῴῳ;['ζώιον', 'ζῷον'];['ζῷον'];['n-s---nd-'];['n-s---nd-'];lemma
ζῶσιν;['ζάω', 'ζέω'];['ζάω'];['v-pppamd-', 'v3ppia---', 'v3ppsa---'];['v-pppamd-', 'v3ppia---', 'v3ppsa---'];lemma
ζῷα;['ζώιον', 'ζῷον'];['ζῷον'];['n-p---na-', 'n-p---nn-'];['n-p---na-', 'n-p---nn-'];lemma
ζῷον;['ζώιον', 'ζῷον'];['ζῷον'];['n-s---na-', 'n-s---nn-'];['n-s---na-', 'n-s---nn-'];lemma
ζῷόν;['ζώιον'];['ζῷον'];['n-s---nn-'];['n-s---nn-'];lemma
ηὐδόξει;['εὐδοξέω'];['εὐδοκέω'];['v3siia---'];['v3siia---'];lemma
θάνωσι;['θνήσκω'];['θνῄσκω'];['v3pasa---'];['v3pasa---'];lemma
θάττονος;['θάσσων'];['ταχύς'];['a-s---ngc'];['a-s---ngc'];lemma
θέαν;['θέα', 'θεά2'];['θέα'];['n-s---fa-'];['n-s---fa-'];lemma
θέλει;['ἐθέλω'];['θέλω'];['v3spia---'];['v3spia---'];lemma
θέλειν;['ἐθέλω'];['θέλω'];['v--pna---'];['v--pna---'];lemma
θέλεις;['ἐθέλω'];['θέλω'];['v2spia---'];['v2spia---'];lemma
θέλετε;['ἐθέλω'];['θέλω'];['v2ppma---'];['v2ppma---'];lemma
θέλοι;['ἐθέλω'];['θέλω'];['v3spoa---'];['v3spoa---'];lemma
θέλοιεν;['ἐθέλω'];['θέλω'];['v3ppoa---'];['v3ppoa---'];lemma
θέλοιμι;['ἐθέλω'];['θέλω'];['v1spoa---'];['v1spoa---'];lemma
θέλοντά;['ἐθέλω'];['θέλω'];['v-sppama-'];['v-sppama-'];lemma
θέλοντας;['ἐθέλω'];['θέλω'];['v-pppama-'];['v-pppama-'];lemma
θέλοντες;['ἐθέλω'];['θέλω'];['v-pppamn-'];['v-pppamn-'];lemma
θέλοντι;['ἐθέλω'];['θέλω'];['v-sppamd-'];['v-sppamd-'];lemma
θέλοντος;['ἐθέλω'];['θέλω'];['v-sppamg-'];['v-sppamg-'];lemma
θέλοντ᾽;['ἐθέλω'];['θέλω'];['v-sppama-'];['v-sppama-'];lemma
θέλουσα;['ἐθέλω'];['θέλω'];['v-sppafn-'];['v-sppafn-'];lemma
θέλουσι;['ἐθέλω'];['θέλω'];['v3ppia---'];['v3ppia---'];lemma
θέλουσιν;['ἐθέλω'];['θέλω'];['v-pppamd-', 'v3ppia---'];['v-pppamd-', 'v3ppia---'];lemma
θέλω;['ἐθέλω'];['θέλω'];['v1spia---'];['v1spia---'];lemma
θέλωμεν;['ἐθέλω'];['θέλω'];['v1ppsa---'];['v1ppsa---'];lemma
θέλων;['ἐθέλω'];['θέλω'];['v-sppamn-'];['v-sppamn-'];lemma
θέλωσι;['ἐθέλω'];['θέλω'];['v3ppsa---'];['v3ppsa---'];lemma
θέλωσιν;['ἐθέλω'];['θέλω'];['v3ppsa---'];['v3ppsa---'];lemma
θέλῃ;['ἐθέλω'];['θέλω'];['v3spsa---'];['v3spsa---'];lemma
θήρας;['θήρ', 'θήρα'];['θήρα'];['n-p---fa-', 'n-p---ma-', 'n-s---fg-'];['n-p---fa-', 'n-p---ma-', 'n-s---fg-'];lemma
θανατοῦμεν;['θανατάω'];['θανατόω'];['v1ppia---'];['v1ppia---'];lemma
θανεῖν;['θνήσκω'];['θνῄσκω'];['v--ana---'];['v--ana---'];lemma
θανόντων;['θνήσκω'];['θνῄσκω'];['v-papamg-'];['v-papamg-'];lemma
θαυμαστοῦ;['θαυμαστής'];['θαυμαστός'];['n-s---mg-'];['n-s---mg-'];lemma
θεάσασθαι;['θεάομαι', 'θεάω'];['θεάομαι'];['v--ane---', 'v--anm---'];['v--ane---', 'v--anm---'];lemma
θεάσεσθε;['θεάομαι', 'θεάω'];['θεάομαι'];['v2pfim---'];['v2pfim---'];lemma
θεάσησθε;['θεάω'];['θεάομαι'];['v2pasm---'];['v2pasm---'];lemma
θεήσασθαι;['θεάω'];['θεάομαι'];['v--anm---'];['v--anm---'];lemma
θεήσεαι;['θεάω'];['θεάομαι'];['v2sasm---'];['v2sasm---'];lemma
θεία;['θεῖος1'];['θεῖος'];['a-s---fn-'];['a-s---fn-'];lemma
θείαν;['θεῖος1'];['θεῖος'];['a-s---fa-'];['a-s---fa-'];lemma
θείας;['θεῖος1'];['θεῖος'];['a-p---fa-', 'a-s---fg-'];['a-p---fa-', 'a-s---fg-'];lemma
θείοις;['θεῖος1'];['θεῖος'];['a-p---nd-'];['a-p---nd-'];lemma
θείου;['θεῖος1', 'θεῖος2'];['θεῖος'];['a-s---mg-', 'a-s---ng-', 'n-s---mg-'];['a-s---mg-', 'a-s---ng-', 'n-s---mg-'];lemma
θείων;['θεῖος1'];['θεῖος'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-'];lemma
θείᾳ;['θεῖος1'];['θεῖος'];['a-s---fd-'];['a-s---fd-'];lemma
θείῃ;['θεῖος', 'θεῖος1'];['θεῖος'];['a-s---fd-'];['a-s---fd-'];lemma
θείῳ;['θεῖος1', 'θεῖος2'];['θεῖος'];['a-s---nd-', 'n-s---md-'];['a-s---nd-', 'n-s---md-'];lemma
θεασάμενον;['θεάω'];['θεάομαι'];['v-sapmma-'];['v-sapmma-'];lemma
θεασάμενος;['θεάομαι', 'θεάω'];['θεάομαι'];['v-sapemn-', 'v-sapmmn-'];['v-sapemn-', 'v-sapmmn-'];lemma
θεασαμένους;['θεάομαι', 'θεάω'];['θεάομαι'];['v-papema-', 'v-papmma-'];['v-papema-', 'v-papmma-'];lemma
θεασομένοις;['θεάω'];['θεάομαι'];['v-pfpmmd-'];['v-pfpmmd-'];lemma
θεασομένους;['θεάω'];['θεάομαι'];['v-pfpmma-'];['v-pfpmma-'];lemma
θεησάμενος;['θεάομαι', 'θεάω'];['θεάομαι'];['v-sapemn-', 'v-sapmmn-'];['v-sapemn-', 'v-sapmmn-'];lemma
θειοτάτη;['θεῖος1'];['θεῖος'];['a-s---fns'];['a-s---fns'];lemma
θειοτάτους;['θεῖος1'];['θεῖος'];['a-p---mas'];['a-p---mas'];lemma
θειοτέραν;['θεῖος1'];['θεῖος'];['a-s---fac'];['a-s---fac'];lemma
θειοτέρους;['θεῖος1'];['θεῖος'];['a-p---mac'];['a-p---mac'];lemma
θειοτέρως;['θεῖος1'];['θεῖος'];['d-------c'];['d-------c'];lemma
θειότερον;['θεῖος1'];['θεῖος'];['a-s---nac'];['a-s---nac'];lemma
θελήσει;['ἐθέλω'];['θέλω'];['v3sfia---'];['v3sfia---'];lemma
θελήσειν;['ἐθέλω'];['θέλω'];['v--fna---'];['v--fna---'];lemma
θελούσης;['ἐθέλω'];['θέλω'];['v-sppafg-'];['v-sppafg-'];lemma
θελῆσαι;['ἐθέλω'];['θέλω'];['v--ana---'];['v--ana---'];lemma
θεοίνια;['θεοίνιον'];['θεοίνια'];['n-p---na-'];['n-p---na-'];lemma
θεοῖσι;['θέος', 'θεός'];['θεός'];['n-p---md-'];['n-p---md-'];lemma
θεοῦ;['θέος', 'θεός'];['θεός'];['n-s---fg-', 'n-s---mg-'];['n-s---fg-', 'n-s---mg-'];lemma
θεράπων;['θέραψ', 'θεράπων'];['θέραψ'];['n-p---mg-', 'n-s---mn-'];['n-p---mg-', 'n-s---mn-'];lemma
θεραπείαν;['θεραπεία', 'θεραπείη'];['θεραπεία'];['n-s---fa-'];['n-s---fa-'];lemma
θεραπείας;['θεραπεία', 'θεραπείη'];['θεραπεία'];['n-p---fa-', 'n-s---fg-'];['n-p---fa-', 'n-s---fg-'];lemma
θεραπείᾳ;['θεραπεία', 'θεραπείη'];['θεραπεία'];['n-s---fd-'];['n-s---fd-'];lemma
θεραπευτέον;['θεραπευτέον'];['θεραπευτέος'];['a-s---nn-'];['a-s---nn-'];lemma
θερείην;['θέρος'];['θερεία'];['n-s---fa-'];['n-s---fa-'];lemma
θεωμένοις;['θεάομαι', 'θεάω'];['θεάομαι'];['v-pppemd-'];['v-pppemd-'];lemma
θεωμένους;['θεάω'];['θεάομαι'];['v-pppema-'];['v-pppema-'];lemma
θεωμένων;['θεάομαι', 'θεάω'];['θεάομαι'];['v-pppemg-'];['v-pppemg-'];lemma
θεωρητέον;['θεωρητέον'];['θεωρητέος'];['a-s---nn-'];['a-s---nn-'];lemma
θεώμενοι;['θεάομαι', 'θεάω'];['θεάομαι'];['v-pppemn-'];['v-pppemn-'];lemma
θεᾶται;['θεάω'];['θεάομαι'];['v3spie---'];['v3spie---'];lemma
θεῖα;['θεῖος1'];['θεῖος'];['a-p---na-'];['a-p---na-'];lemma
θεῖε;['θεῖος2'];['θεῖος'];['n-s---mv-'];['n-s---mv-'];lemma
θεῖναι;['θείνω', 'τίθημι'];['τίθημι'];['v--ana---', 'v2samm---'];['v--ana---', 'v2samm---'];lemma
θεῖναὶ;['θείνω'];['τίθημι'];['v2samm---'];['v2samm---'];lemma
θεῖον;['θέω', 'θεῖος', 'θεῖος1', 'θεῖος2'];['θεῖος'];['a-s---ma-', 'a-s---na-', 'a-s---nn-', 'n-s---ma-', 'n-s---na-', 'v-sppana-'];['a-s---ma-', 'a-s---na-', 'a-s---nn-', 'n-s---ma-', 'n-s---na-', 'v-sppana-'];lemma
θεῖος;['θεῖος1', 'θεῖος2'];['θεῖος'];['a-s---mn-', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];lemma
θεῖτο;['θέω'];['τίθημι'];['v3spom---'];['v3spom---'];lemma
θεῖόν;['θεῖος1'];['θεῖος'];['a-s---na-', 'a-s---nn-'];['a-s---na-', 'a-s---nn-'];lemma
θεῖός;['θεῖος1'];['θεῖος'];['a-s---mn-'];['a-s---mn-'];lemma
θεῶν;['θέα', 'θέος', 'θεά', 'θεός'];['θέα', 'θέος'];['n-p---fg-', 'n-p---mg-'];['n-p---fg-', 'n-p---mg-'];lemma
θεῷ;['θέος', 'θεός'];['θεός'];['n-s---fd-', 'n-s---md-'];['n-s---fd-', 'n-s---md-'];lemma
θηρίων;['θηρίον', 'θηριόν'];['θηρίον'];['n-p---fg-', 'n-p---mg-', 'n-p---ng-'];['n-p---fg-', 'n-p---mg-', 'n-p---ng-'];lemma
θνήσκουσαν;['θνήσκω'];['θνῄσκω'];['v-sppafa-'];['v-sppafa-'];lemma
θνῄσκουσι;['θνήσκω'];['θνῄσκω'];['v3ppia---'];['v3ppia---'];lemma
θρόνῳ;['θρόνον', 'θρόνος'];['θρόνος'];['n-s---md-', 'n-s---nd-'];['n-s---md-', 'n-s---nd-'];lemma
θυομένῳ;['θύω1'];['θύω'];['v-sppemd-'];['v-sppemd-'];lemma
θυρεοὶ;['θυρεόω'];['θυρεός'];['v3spia---'];['v3spia---'];lemma
θυρώματα;['θυρώματα'];['θύρωμα'];['n-p---nn-'];['n-p---nn-'];lemma
θυσάμενος;['θύω1'];['θύω'];['v-sapmmn-'];['v-sapmmn-'];lemma
θυόμενος;['θύω1'];['θύω'];['v-sppemn-'];['v-sppemn-'];lemma
θύει;['θύω1', 'θύω2'];['θύω'];['v3spia---'];['v3spia---'];lemma
θύειν;['θύω', 'θύω1', 'θύω2'];['θύω'];['v--pna---'];['v--pna---'];lemma
θύεσθαι;['θύω1'];['θύω'];['v--pne---'];['v--pne---'];lemma
θύεται;['θύω1', 'θύω2'];['θύω'];['v3spie---'];['v3spie---'];lemma
θύηται;['θύω1'];['θύω'];['v3spse---'];['v3spse---'];lemma
θύοι;['θύω1'];['θύω'];['v3spoa---'];['v3spoa---'];lemma
θύοιεν;['θύω1'];['θύω'];['v3ppoa---'];['v3ppoa---'];lemma
θύοντα;['θύω1'];['θύω'];['v-sppama-'];['v-sppama-'];lemma
θύοντες;['θύω1'];['θύω'];['v-pppamn-'];['v-pppamn-'];lemma
θύοντι;['θύω1'];['θύω'];['v-sppamd-'];['v-sppamd-'];lemma
θύοντος;['θύω1'];['θύω'];['v-sppamg-'];['v-sppamg-'];lemma
θύουσί;['θύω1'];['θύω'];['v3ppia---'];['v3ppia---'];lemma
θύουσαν;['θύω1'];['θύω'];['v-sppafa-'];['v-sppafa-'];lemma
θύουσι;['θύω1', 'θύω2'];['θύω'];['v3ppia---'];['v3ppia---'];lemma
θύουσιν;['θύω1', 'θύω2'];['θύω'];['v3ppia---'];['v3ppia---'];lemma
θύσαντα;['θύω1'];['θύω'];['v-sapama-'];['v-sapama-'];lemma
θύσαντας;['θύω1'];['θύω'];['v-papama-'];['v-papama-'];lemma
θύσαντες;['θύω1'];['θύω'];['v-papamn-'];['v-papamn-'];lemma
θύσαντος;['θύω1'];['θύω'];['v-sapamg-'];['v-sapamg-'];lemma
θύσας;['θύω1', 'θύω2'];['θύω'];['v-sapamn-'];['v-sapamn-'];lemma
θύσειεν;['θύω', 'θύω1'];['θύω'];['v3saoa---'];['v3saoa---'];lemma
θύσειν;['θύω1'];['θύω'];['v--fna---'];['v--fna---'];lemma
θύσοντές;['θύω1'];['θύω'];['v-pfpamn-'];['v-pfpamn-'];lemma
θύσοντας;['θύω1'];['θύω'];['v-pfpama-'];['v-pfpama-'];lemma
θύσω;['θύω1'];['θύω'];['v1sasa---'];['v1sasa---'];lemma
θύω;['θύω1'];['θύω'];['v1spia---'];['v1spia---'];lemma
θύων;['θύω', 'θύω1'];['θύω'];['v-sppamn-'];['v-sppamn-'];lemma
θύῃ;['θύω1'];['θύω'];['v3spsa---'];['v3spsa---'];lemma
θᾶσσον;['θάσσων', 'ταχύς'];['ταχύς'];['a-s---nac'];['a-s---nac'];lemma
θῦσαι;['θύω1'];['θύω'];['v--ana---', 'v2samm---'];['v--ana---', 'v2samm---'];lemma
κάθητ᾽;['καθίημι'];['κάθημαι'];['v3spie---'];['v3spie---'];lemma
κάλους;['κάλως'];['κάλος'];['n-p---ma-'];['n-p---ma-'];lemma
κάρανον;['κάρανον', 'κάρανος'];['κάρανος'];['n-s---ma-', 'n-s---nn-'];['n-s---ma-', 'n-s---nn-'];lemma
κάρμινα;['κάρμεν'];['κάρμινα'];['n-p---na-'];['n-p---na-'];lemma
κάρρονες;['κρείσσων'];['ἀγαθός'];['a-p---mnc'];['a-p---mnc'];lemma
κέεται;['κείμαι', 'κεῖμαι'];['κεῖμαι'];['v3ppie---', 'v3spie---'];['v3ppie---', 'v3spie---'];lemma
κέχρημαι;['χράω2'];['χράω'];['v1srie---'];['v1srie---'];lemma
κέχρηνται;['χράω2'];['χράω'];['v3prie---'];['v3prie---'];lemma
κέχρησαι;['χράω', 'χράω2'];['χράω'];['v2srie---'];['v2srie---'];lemma
κέχρησθε;['χράω2'];['χράω'];['v2prie---'];['v2prie---'];lemma
κέχρηται;['χράω', 'χράω2'];['χράω'];['v3srie---'];['v3srie---'];lemma
κα;['ἄν1'];['ἄν'];['d--------'];['d--------'];lemma
καίτοι;['καί', 'καί τοι', 'καίτοι'];['καίτοι'];['c--------', 'd--------'];['c--------', 'd--------'];lemma
καθάπερ;['καθά', 'καθάπερ'];['καθάπερ'];['c--------', 'd--------'];['c--------', 'd--------'];lemma
καθέζεσθαι;['κατά-ἕζομαι'];['καθέζομαι'];['v--pne---'];['v--pne---'];lemma
καθέζεται;['κατά-ἕζομαι'];['καθέζομαι'];['v3spie---'];['v3spie---'];lemma
καθέζοιτο;['κατά-ἕζομαι'];['καθέζομαι'];['v3spoe---'];['v3spoe---'];lemma
καθέζονται;['κατά-ἕζομαι'];['καθέζομαι'];['v3ppie---'];['v3ppie---'];lemma
καθίπτασθαι;['καταπέτομαι'];['καθίπταμαι'];['v--pne---'];['v--pne---'];lemma
καθίστησιν;['καθίστημι', 'καθιστάω'];['καθίστημι'];['v3spia---'];['v3spia---'];lemma
καθίστων;['καθιστάω'];['καθίστημι'];['v3piia---'];['v3piia---'];lemma
καθείργνυντο;['κατείργνυμι'];['καθείργνυμι'];['v3piie---'];['v3piie---'];lemma
καθείργνυσιν;['κατείργνυμι'];['καθείργνυμι'];['v3spia---'];['v3spia---'];lemma
καθείρξαντα;['κατείργω'];['κατέργω'];['v-sapama-'];['v-sapama-'];lemma
καθείρξας;['κατείργω'];['κατέργω'];['v-sapamn-'];['v-sapamn-'];lemma
καθεζομένη;['κατά-καθέζομαι'];['καθέζομαι'];['v-sppmfn-'];['v-sppmfn-'];lemma
καθεζομένους;['κατά-καθέζομαι'];['κατακαθέζομαι'];['v-pppmma-'];['v-pppmma-'];lemma
καθεζόμενοι;['κατά-καθέζομαι', 'κατά-ἕζομαι'];['καθέζομαι'];['v-pppemn-', 'v-pppmmn-'];['v-pppemn-', 'v-pppmmn-'];lemma
καθεζόμενον;['κατά-ἕζομαι'];['καθέζομαι'];['v-sppema-'];['v-sppema-'];lemma
καθεζόμενος;['καθέζομαι', 'κατά-καθέζομαι', 'κατά-ἕζομαι'];['καθέζομαι'];['v-sppemn-', 'v-sppmmn-'];['v-sppemn-', 'v-sppmmn-'];lemma
καθεσθέντα;['κατά-ἕζομαι'];['καθέζομαι'];['v-sappma-'];['v-sappma-'];lemma
καθεστῶτα;['καθίστημι', 'καθεστῶτα'];['καθίστημι'];['n-p---na-', 'v-prpana-'];['n-p---na-', 'v-prpana-'];lemma
καθεῖρκται;['κατείργω'];['κατέργω'];['v3srie---'];['v3srie---'];lemma
καθεῖρξαν;['κατείργω'];['κατέργω'];['v3paia---'];['v3paia---'];lemma
καθιστάνειν;['καθιστάνω'];['καθίστημι'];['v--pna---'];['v--pna---'];lemma
καθιστάτωσαν;['καθιστάω'];['καθίστημι'];['v3ppma---'];['v3ppma---'];lemma
καθιστᾶν;['καθιστάω'];['καθίστημι'];['v--pna---'];['v--pna---'];lemma
καθιστῶσιν;['καθιστάω'];['καθίστημι'];['v3ppia---'];['v3ppia---'];lemma
καθοσιώσειεν;['καθοσιόομαι'];['καθοσιόω'];['v3saoa---'];['v3saoa---'];lemma
καθυπαρχούσης;['κατά-ὑπάρχω'];['καθυπάρχω'];['v-sppafg-'];['v-sppafg-'];lemma
καθυπερεχόντων;['κατά-ὑπερέχω'];['καθυπερέχω'];['v-pppamg-'];['v-pppamg-'];lemma
καθωσίωσαν;['καθοσιόομαι'];['καθοσιόω'];['v3paia---'];['v3paia---'];lemma
καθωσίωσε;['καθοσιόομαι'];['καθοσιόω'];['v3saia---'];['v3saia---'];lemma
καθ᾽;['καθά', 'κατά'];['κατά'];['d--------', 'r--------'];['d--------', 'r--------'];lemma
καθῆτο;['κατά-κάθημαι'];['κάθημαι'];['v3siim---'];['v3siim---'];lemma
κακοδαιμονεῖν;['κακοδαιμονάω'];['κακοδαιμονέω'];['v--pna---'];['v--pna---'];lemma
κακουργότατα;['κάκουργος'];['κακοῦργος'];['a-p---nas'];['a-p---nas'];lemma
κακούργους;['κάκουργος', 'κακοῦργος'];['κακοῦργος'];['a-p---ma-'];['a-p---ma-'];lemma
κακούργων;['κάκουργος'];['κακοῦργος'];['a-p---mg-'];['a-p---mg-'];lemma
κακοῦ;['κακός', 'κακός·'];['κακός'];['a-s---mg-', 'a-s---ng-'];['a-s---mg-', 'a-s---ng-'];lemma
κακῶν;['κάκη', 'κακός', 'κακόω'];['κακός', 'κακόω'];['a-p---mg-', 'a-p---ng-', 'a-s---ng-', 'n-p---fg-', 'n-p---ng-', 'v-sppamn-'];['a-p---mg-', 'a-p---ng-', 'a-s---ng-', 'n-p---fg-', 'n-p---ng-', 'v-sppamn-'];lemma
καλαὶ;['κάλαις', 'καλός'];['καλός'];['a-p---fn-', 'n-p---fn-', 'n-s---fv-'];['a-p---fn-', 'n-p---fn-', 'n-s---fv-'];lemma
καλλιγύναικος;['καλλιγύναιξ%2'];['καλλιγύναιξ'];['n-s---fg-'];['n-s---fg-'];lemma
καλλιπυγοτέρα;['καλλιπυγοτέρα'];['καλλίπυγος'];['a-d---fnc'];['a-d---fnc'];lemma
καλλωπιζομένους;['καταλωπίζω'];['καλλωπίζω'];['v-pppema-'];['v-pppema-'];lemma
καλὰς;['κάλως', 'καλός'];['καλός'];['a-p---fa-'];['a-p---fa-'];lemma
καλὴ;['κάλως', 'καλός'];['καλός'];['a-s---fn-'];['a-s---fn-'];lemma
καρποὺς;['καρπός1', 'καρπός2'];['καρπός'];['n-p---ma-'];['n-p---ma-'];lemma
καρποῖς;['καρπός1', 'καρπός2'];['καρπός'];['n-p---md-'];['n-p---md-'];lemma
